NLC,TLC,Station Name,Region,Local Authority,OS Grid Easting,OS Grid Northing,Station Facility Owner,1617_Entry_Exits
8033,SAM,Saltmarshe,Yorkshire And The Humber,East Riding of Yorkshire,478655,425715,Northern,1918
2673,SLW,Salwick,North West,Fylde,346260,432000,Northern,2162
8724,SMC,Sampford Courtenay,South West,West Devon,262670,98535,Great Western Railway,144
8358,SNA,Sandal And Agbrigg,Yorkshire And The Humber,Wakefield,434365,418635,Northern,281450
1261,SDB,Sandbach,North West,Cheshire East,373780,361520,Northern,285622
5433,SNR,Sanderstead,London,Croydon (London),532857,162747,Govia Thameslink Railway,1008716
2249,SDL,Sandhills,North West,Liverpool,334220,393030,Merseyrail,1323174
5646,SND,Sandhurst,South East,Bracknell Forest,483352,161550,Great Western Railway,155948
5025,SDG,Sandling,South East,Shepway,614806,136811,Southeastern,93456
5525,SAN,Sandown,South East,Isle of Wight,459305,84467,South West Trains (Island Line),183488
3584,SDP,Sandplace,South West,Cornwall,224900,57000,Great Western Railway,1418
1149,SAD,Sandwell & Dudley,West Midlands,Sandwell,399310,290085,London Midland Trains,964640
5026,SDW,Sandwich,South East,Dover,633258,157613,Southeastern,314748
6172,SDY,Sandy,East,Central Bedfordshire,517765,248773,Govia Thameslink Railway,522584
2388,SNK,Sankey For Penketh,North West,Warrington,356840,388600,Northern,172346
9549,SQH,Sanquhar,Scotland,Dumfries and Galloway,278130,610150,ScotRail,27350
4270,SRR,Sarn,Wales - Cymru,Pen-y-bont ar Ogwr - Bridgend,289830,183400,Arriva Trains Wales,60192
4108,SDF,Saundersfoot,Wales - Cymru,Sir Benfro - Pembrokeshire,212460,206090,Arriva Trains Wales,8384
3056,SDR,Saunderton,South East,Wycombe,481311,198112,Chiltern Railways,59202
6806,SAW,Sawbridgeworth,East,East Hertfordshire,549019,215064,Greater Anglia,526568
6328,SXY,Saxilby,East Midlands,West Lindsey,489200,375300,East Midlands Trains,64358
7224,SAX,Saxmundham,East,Suffolk Coastal,638520,263150,Greater Anglia,152074
8185,SCA,Scarborough,Yorkshire And The Humber,Scarborough,503900,488300,TransPennine Express,979098
8672,SCT,Scotscalder,Scotland,Highland,309600,956020,ScotRail,200
9996,SCH,Scotstounhill,Scotland,Glasgow City,252930,668280,ScotRail,424222
6456,SCU,Scunthorpe,Yorkshire And The Humber,North Lincolnshire,489400,410800,TransPennine Express,415526
3254,SML,Sea Mills,South West,City of Bristol,354961,175871,Great Western Railway,62162
5333,SEF,Seaford,South East,Lewes,548178,99131,Govia Thameslink Railway,539322
2250,SFL,Seaforth & Litherland,North West,Sefton,333338,397085,Merseyrail,764674
7814,SEA,Seaham,North East,County Durham,442080,549555,Northern,145362
8178,SEM,Seamer,Yorkshire And The Humber,Scarborough,503260,483940,TransPennine Express,137594
2003,SSC,Seascale,North West,Copeland,303715,501060,Northern,40464
8007,SEC,Seaton Carew,North East,Hartlepool,451680,529540,Northern,57160
3061,SRG,Seer Green,South East,Chiltern,496500,191030,Chiltern Railways,150708
8201,SBY,Selby,Yorkshire And The Humber,Selby,461786,432235,TransPennine Express,633430
5434,SRS,Selhurst,London,Croydon (London),533105,167610,Govia Thameslink Railway,1534554
2004,SEL,Sellafield,North West,Copeland,302080,503400,Northern,199818
5179,SEG,Selling,South East,Swale,605210,157242,Southeastern,66426
1105,SLY,Selly Oak,West Midlands,Birmingham,404460,282670,London Midland Trains,2804574
2107,SET,Settle,Yorkshire And The Humber,Craven,381726,463478,Northern,120190
6893,SVK,Seven Kings,London,Redbridge (London),545455,187100,TfL Rail,3099284
6931,SVS,Seven Sisters,London,Haringey (London),533455,188800,London Overground,7986706
5124,SEV,Sevenoaks,South East,Sevenoaks,552267,155340,Southeastern,4160110
3205,SVB,Severn Beach,South West,South Gloucestershire,354033,184781,Great Western Railway,310818
3679,STJ,Severn Tunnel Junction,Wales - Cymru,Sir Fynwy - Monmouthshire,346200,187600,Arriva Trains Wales,253918
1082,SDE,Shadwell,London,Tower Hamlets (London),534935,180940,London Overground,5015038
5638,SFR,Shalford,South East,Guildford,500200,147100,Great Western Railway,139414
5529,SHN,Shanklin,South East,Isle of Wight,458100,81900,South West Trains (Island Line),291346
6963,SFI,Shawfair,Scotland,Midlothian,332682,670176,ScotRail,22236
5929,SHW,Shawford,South East,Winchester,447245,124965,South West Trains,203952
9823,SHL,Shawlands,Scotland,Glasgow City,256510,661930,ScotRail,174238
5184,SSS,Sheerness-On-Sea,South East,Swale,591810,174950,Southeastern,432798
6691,SHF,Sheffield,Yorkshire And The Humber,Sheffield,435880,386953,East Midlands Trains,9538052
7043,SED,Shelford,East,South Cambridgeshire,546516,252219,Greater Anglia,182138
6888,SNF,Shenfield,East,Brentwood,561349,195022,Greater Anglia,3746572
1178,SEN,Shenstone,West Midlands,Lichfield,410640,304635,London Midland Trains,190612
9587,SPB,Shepherds Bush,London,Hammersmith and Fulham (London),523799,179989,London Overground,7984042
5186,SPH,Shepherd's Well,South East,Dover,625800,148200,Southeastern,45032
8448,SPY,Shepley,Yorkshire And The Humber,Kirklees,419630,410280,Northern,69936
5605,SHP,Shepperton,South East,Spelthorne,508153,167563,South West Trains,423718
7044,STH,Shepreth,East,South Cambridgeshire,539190,248150,Govia Thameslink Railway,110756
5835,SHE,Sherborne,South West,West Dorset,364050,116190,South West Trains,234980
8257,SIE,Sherburn-In-Elmet,Yorkshire And The Humber,Selby,450640,433700,Northern,47488
7319,SHM,Sheringham,East,North Norfolk,615810,343050,Greater Anglia,209952
9903,SLS,Shettleston,Scotland,Glasgow City,264880,664370,ScotRail,699048
9552,SDM,Shieldmuir,Scotland,North Lanarkshire,277350,655530,ScotRail,113940
4619,SFN,Shifnal,West Midlands,Shropshire,374950,307660,London Midland Trains,166046
7893,SHD,Shildon,North East,County Durham,423560,525730,Northern,51994
3150,SHI,Shiplake,South East,South Oxfordshire,477640,179762,Great Western Railway,92632
8347,SHY,Shipley,Yorkshire And The Humber,Bradford,415005,437445,Northern,1744520
7073,SPP,Shippea Hill,East,East Cambridgeshire,564174,284098,Greater Anglia,156
3009,SIP,Shipton,South East,West Oxfordshire,428143,218642,Great Western Railway,6568
1595,SHB,Shirebrook (Derbys),East Midlands,Bolsover,453370,367760,East Midlands Trains,84848
3206,SHH,Shirehampton,South West,City of Bristol,352929,176374,Great Western Railway,55762
6570,SRO,Shireoaks,East Midlands,Bassetlaw,455515,381195,Northern,39640
4526,SRL,Shirley,West Midlands,Solihull,410630,278390,London Midland Trains,362118
7455,SRY,Shoeburyness,East,Southend-on-Sea,593986,185044,c2c,745762
5930,SHO,Sholing,South East,City of Southampton,444760,111000,South West Trains,116240
1024,SDC,Shoreditch High Street,London,Tower Hamlets (London),533629,182251,London Overground,7855004
5074,SEH,Shoreham (Kent),South East,Sevenoaks,552587,161510,Southeastern,44294
5277,SSE,Shoreham-By-Sea,South East,Adur,521800,105300,Govia Thameslink Railway,1138952
5084,SRT,Shortlands,London,Bromley (London),539330,169320,Southeastern,1633138
2546,SHT,Shotton,Wales - Cymru,Sir y Fflint - Flintshire,330750,368890,Arriva Trains Wales,234124
9739,SHS,Shotts,Scotland,North Lanarkshire,287420,659840,ScotRail,200058
4387,SHR,Shrewsbury,West Midlands,Shropshire,349445,312960,Arriva Trains Wales,2087820
5125,SID,Sidcup,London,Bexley (London),546335,172640,Southeastern,3047522
1902,SIL,Sileby,East Midlands,Charnwood,460197,315255,East Midlands Trains,116452
2000,SIC,Silecroft,North West,Copeland,313100,481960,Northern,8104
6782,SLK,Silkstone Common,Yorkshire And The Humber,Barnsley,429030,404340,Northern,40248
6972,SLV,Silver Street,London,Enfield (London),533916,192420,London Overground,1580616
1968,SVR,Silverdale,North West,Lancaster,347620,475200,Northern,55892
9988,SIN,Singer,Scotland,West Dunbartonshire,249728,670900,ScotRail,660346
5187,SIT,Sittingbourne,South East,Swale,590564,163871,Southeastern,2164064
6265,SKG,Skegness,East Midlands,East Lindsey,556230,363215,East Midlands Trains,349008
4217,SKE,Skewen,Wales - Cymru,Castell-nedd Port Talbot - Neath Port Talbot,272380,197460,Arriva Trains Wales,43180
2728,SKI,Skipton,Yorkshire And The Humber,Craven,398400,451400,Northern,1137700
5154,SGR,Slade Green,London,Bexley (London),552248,176588,Southeastern,810936
8450,SWT,Slaithwaite,Yorkshire And The Humber,Kirklees,407930,414150,Northern,204946
9236,SLA,Slateford,Scotland,City of Edinburgh,322400,671100,ScotRail,32496
6362,SLR,Sleaford,East Midlands,North Kesteven,506790,345420,East Midlands Trains,316570
8179,SLH,Sleights,Yorkshire And The Humber,Scarborough,486800,508120,Northern,4188
3172,SLO,Slough,South East,Slough,497839,180157,Great Western Railway,5670498
4530,SMA,Small Heath,West Midlands,Birmingham,409650,285100,London Midland Trains,132678
5494,SAB,Smallbrook Junction,South East,Isle of Wight,459815,90504,South West Trains (Island Line),12768
1114,SGB,Smethwick Galton Bridge,West Midlands,Sandwell,401420,289320,London Midland Trains,664254
1150,SMR,Smethwick Rolfe Street,West Midlands,Sandwell,402090,288720,London Midland Trains,503956
2660,SMB,Smithy Bridge,North West,Rochdale,392592,415198,Northern,167822
8036,SNI,Snaith,Yorkshire And The Humber,East Riding of Yorkshire,464250,422290,Northern,2182
5189,SDA,Snodland,South East,Tonbridge and Malling,570660,161860,Southeastern,249698
5185,SWO,Snowdown,South East,Dover,624537,151141,Southeastern,6932
5126,SOR,Sole Street,South East,Gravesham,565583,167583,Southeastern,68620
4527,SOL,Solihull,West Midlands,Solihull,414490,279620,Chiltern Railways,1883800
7320,SYT,Somerleyton,East,Waveney,647930,296530,Greater Anglia,11638
1452,SAT,South Acton,London,Ealing (London),520170,179280,London Overground,792242
7953,SBK,South Bank,North East,Redcar and Cleveland,453310,521270,Northern,23926
5425,SBM,South Bermondsey,London,Southwark (London),535160,178370,Govia Thameslink Railway,626580
5410,SCY,South Croydon,London,Croydon (London),532830,164380,Govia Thameslink Railway,1131534
8355,SES,South Elmsall,Yorkshire And The Humber,Wakefield,447430,411130,Northern,354966
3138,SGN,South Greenford,London,Ealing (London),515465,182960,Great Western Railway,53110
9318,SGL,South Gyle,Scotland,City of Edinburgh,318920,672240,ScotRail,497162
1451,SOH,South Hampstead,London,Camden (London),526390,184075,London Overground,423328
1453,SOK,South Kenton,London,Brent (London),517330,187060,London Underground,592604
5292,SMO,South Merton,London,Merton (London),524945,168635,Govia Thameslink Railway,114054
8142,SOM,South Milford,Yorkshire And The Humber,Selby,449482,432038,Northern,156198
3057,SRU,South Ruislip,London,Hillingdon (London),511070,185440,London Underground,229314
7404,STO,South Tottenham,London,Haringey (London),533680,188595,London Overground,409534
1949,SWS,South Wigston,East Midlands,Oadby and Wigston,458770,298620,East Midlands Trains,80180
6892,SOF,South Woodham Ferrers,East,Chelmsford,580420,197735,Greater Anglia,546564
3187,STL,Southall,London,Ealing (London),512627,179804,Great Western Railway,2683640
5922,SOA,Southampton Airport (Parkway),South East,Eastleigh,444836,117013,South West Trains,1842710
5932,SOU,Southampton Central,South East,City of Southampton,441327,112161,South West Trains,6361392
5263,SOB,Southbourne,South East,Chichester,476965,105985,Govia Thameslink Railway,157490
6947,SBU,Southbury,London,Enfield (London),534840,196230,London Overground,939482
5339,SEE,Southease,South East,Lewes,543100,105490,Govia Thameslink Railway,13184
4787,SIA,Southend Airport,East,Rochford,587569,189000,Stobart Rail,395646
7456,SOC,Southend Central,East,Southend-on-Sea,588162,185503,c2c,3038301
7457,SOE,Southend East,East,Southend-on-Sea,589547,185767,c2c,1723876
7420,SOV,Southend Victoria,East,Southend-on-Sea,588128,185997,Greater Anglia,1877587
6890,SMN,Southminster,East,Maldon,596190,199566,Greater Anglia,148402
2262,SOP,Southport,North West,Sefton,333832,417135,Merseyrail,4240372
5286,SWK,Southwick,South East,Adur,524323,105147,Govia Thameslink Railway,261172
8527,SOW,Sowerby Bridge,Yorkshire And The Humber,Calderdale,406235,423495,Northern,408926
6388,SPA,Spalding,East Midlands,South Holland,524390,322840,East Midlands Trains,189884
8836,SBR,Spean Bridge,Scotland,Highland,222120,781430,ScotRail,6262
2199,SPI,Spital,North West,Wirral,333920,383020,Merseyrail,432778
1699,SPO,Spondon,East Midlands,City of Derby,439700,335139,East Midlands Trains,23476
7379,SPN,Spooner Row,East,South Norfolk,609430,297491,Greater Anglia,1256
4535,SRI,Spring Road,West Midlands,Birmingham,411150,282840,London Midland Trains,160664
9997,SPR,Springburn,Scotland,Glasgow City,260570,667670,ScotRail,431186
9175,SPF,Springfield,Scotland,Fife,334960,711890,ScotRail,878
2666,SQU,Squires Gate,North West,Fylde,330883,431734,Northern,19972
1562,SAA,St.Albans Abbey,East,St. Albans,514526,206414,London Midland Trains,164964
1548,SAC,St.Albans City,East,St. Albans,515549,207076,Govia Thameslink Railway,7396964
3252,SAR,St.Andrew's Road,South West,City of Bristol,351776,179546,Great Western Railway,6522
2672,SAS,St.Annes-On-The-Sea,North West,Fylde,332241,429010,Northern,132884
3534,SAU,St.Austell,South West,Cornwall,201611,52565,Great Western Railway,472538
2002,SBS,St.Bees,North West,Copeland,297035,511965,Northern,51114
3590,SBF,St.Budeaux Ferry Road,South West,City of Plymouth,244685,58010,Great Western Railway,3976
3592,SBV,St.Budeaux Victoria Road,South West,City of Plymouth,244645,58080,Great Western Railway,8034
3536,SCR,St.Columb Road,South West,Cornwall,191100,59560,Great Western Railway,1878
5914,SDN,St.Denys,South East,City of Southampton,443130,113815,South West Trains,306040
3537,SER,St.Erth,South West,Cornwall,154150,35730,Great Western Railway,251858
3586,SGM,St.Germans,South West,Cornwall,236020,57480,Great Western Railway,60320
2341,SNH,St.Helens Central,North West,St. Helens,351600,395400,Northern,1166728
2340,SHJ,St.Helens Junction,North West,St. Helens,353574,393222,Northern,385260
5290,SIH,St.Helier,London,Merton (London),525425,167190,Govia Thameslink Railway,183280
3538,SIV,St.Ives,South West,Cornwall,151947,40127,Great Western Railway,659066
5751,SJP,St.James' Park,South West,Exeter,292682,93498,Great Western Railway,87804
6973,SJS,St.James' Street,London,Waltham Forest (London),536393,188735,London Overground,1159376
5059,SAJ,St.John's,London,Lewisham (London),537435,176345,Southeastern,732794
3572,SKN,St.Keyne,South West,Cornwall,225102,61032,Great Western Railway,1530
5239,SLQ,St.Leonards Warrior Square,South East,Hastings,580300,109365,Southeastern,650712
5604,SMG,St.Margaret's (Greater London),London,Richmond upon Thames (London),516810,174255,South West Trains,1454656
6821,SMT,St.Margaret's (Hertfordshire),East,East Hertfordshire,538131,211803,Greater Anglia,376376
5073,SMY,St.Mary Cray,London,Bromley (London),546640,168295,Southeastern,1802416
2248,STM,St.Michaels,North West,Liverpool,336710,386950,Merseyrail,1006394
6110,SNO,St.Neots,East,Huntingdonshire,519790,260710,Govia Thameslink Railway,1351480
1555,STP,St.Pancras,London,Camden (London),530000,183160,Network Rail,33492476
1268,STA,Stafford,West Midlands,Stafford,391870,322933,Virgin Trains (West Coast),2329490
5670,SNS,Staines,South East,Spelthorne,504150,171446,South West Trains,2771474
6287,SLL,Stallingborough,Yorkshire And The Humber,North East Lincolnshire,520330,411590,Northern,10602
2983,SYB,Stalybridge,North West,Tameside,395934,398653,TransPennine Express,1150886
6140,SMD,Stamford,East Midlands,South Kesteven,502925,306650,East Midlands Trains,355532
6968,SMH,Stamford Hill,London,Hackney (London),533380,187930,London Overground,579230
7458,SFO,Stanford-Le-Hope,East,Thurrock,568227,182276,c2c,1135044
2159,SNT,Stanlow & Thornton,North West,Cheshire West and Chester,343950,376040,Northern,128
6834,SSD,Stansted Airport,East,Uttlesford,555683,223530,Greater Anglia,7632108
6833,SST,Stansted Mountfitchet,East,Uttlesford,551440,224830,Greater Anglia,569860
5228,SPU,Staplehurst,South East,Maidstone,578392,144450,Southeastern,851240
3250,SRD,Stapleton Road,South West,City of Bristol,360765,174434,Great Western Railway,183780
8221,SBE,Starbeck,Yorkshire And The Humber,Harrogate,432800,456000,Northern,186198
3413,SCS,Starcross,South West,Teignbridge,297700,81900,Great Western Railway,142850
1977,SVL,Staveley (Cumbria),North West,South Lakeland,346905,498090,TransPennine Express,42378
1043,SCF,Stechford,West Midlands,Birmingham,412930,287450,London Midland Trains,465260
8469,SON,Steeton & Silsden,Yorkshire And The Humber,Bradford,403730,444875,Northern,851608
9842,SPS,Stepps,Scotland,North Lanarkshire,266210,668405,ScotRail,269880
6092,SVG,Stevenage,East,Stevenage,523448,224090,Govia Thameslink Railway,4846618
9553,STV,Stevenston,Scotland,North Ayrshire,226940,641290,ScotRail,117512
1386,SWR,Stewartby,East,Bedford,501496,242222,London Midland Trains,36976
9554,STT,Stewarton,Scotland,East Ayrshire,241780,646060,ScotRail,310602
9888,STG,Stirling,Scotland,Stirling,279757,693585,ScotRail,2337656
2771,SPT,Stockport,North West,Stockport,389260,389870,Virgin Trains (West Coast),3781718
7513,SKS,Stocksfield,North East,Northumberland,405430,561380,Northern,59770
8451,SSM,Stocksmoor,Yorkshire And The Humber,Kirklees,418415,410870,Northern,22854
7975,STK,Stockton,North East,Stockton-on-Tees,444156,519591,Northern,80624
1467,SKM,Stoke Mandeville,South East,Aylesbury Vale,483965,210603,Chiltern Railways,318494
6934,SKW,Stoke Newington,London,Hackney (London),533670,186910,London Overground,1367018
1314,SOT,Stoke-On-Trent,West Midlands,City of Stoke-on-Trent,387953,345645,Virgin Trains (West Coast),3092626
1316,SNE,Stone,West Midlands,Stafford,389670,334555,London Midland Trains,127608
5248,SCG,Stone Crossing,South East,Dartford,557394,174913,Southeastern,194608
1454,SBP,Stonebridge Park,London,Brent (London),519660,184210,London Underground,810918
5240,SOG,Stonegate,South East,Rother,565892,127169,Southeastern,176804
8964,STN,Stonehaven,Scotland,Aberdeenshire,386400,786200,ScotRail,504750
4770,SHU,Stonehouse,South West,Stroud,380800,205280,Great Western Railway,152088
5606,SNL,Stoneleigh,South East,Epsom and Ewell,522024,164159,South West Trains,1069762
4646,SBJ,Stourbridge Junction,West Midlands,Dudley,390998,283295,London Midland Trains,1466966
4643,SBT,Stourbridge Town,West Midlands,Dudley,390460,284190,London Midland Trains,575406
9396,SOI,Stow,Scotland,Scottish Borders,345662,644668,ScotRail,67474
7355,SMK,Stowmarket,East,Mid Suffolk,605160,258850,Greater Anglia,951396
9555,STR,Stranraer,Scotland,"Dumfries and Galloway
",206200,561400,ScotRail,62282
6969,SRA,Stratford,London,Newham (London),538557,184444,TfL Rail,42251592
7222,SFA,Stratford International,London,Newham (London),538175,184760,Southeastern,2135940
6794,STY,Stratford Pkway,West Midlands,Stratford-on-Avon,418490,256540,London Midland Trains,81084
4558,SAV,Stratford-Upon-Avon,West Midlands,Stratford-on-Avon,419490,255150,London Midland Trains,1036658
8673,STC,Strathcarron,Scotland,Highland,194231,842124,ScotRail,7678
5607,STW,Strawberry Hill,London,Richmond upon Thames (London),515520,172415,South West Trains,893326
5383,STE,Streatham,London,Lambeth (London),530000,171300,Govia Thameslink Railway,2707566
5384,SRC,Streatham Common,London,Lambeth (London),529710,170505,Govia Thameslink Railway,4077140
5435,SRH,Streatham Hill,London,Lambeth (London),530270,172685,Govia Thameslink Railway,2223836
8543,SHC,Streethouse,Yorkshire And The Humber,Wakefield,439725,420132,Northern,25358
2834,SRN,Strines,North West,Stockport,397841,386465,Northern,26332
8674,STF,Stromeferry,Scotland,Highland,186467,834667,ScotRail,1254
5191,SOO,Strood,South East,Medway,574027,169356,Southeastern,1132056
4771,STD,Stroud,South West,Stroud,384950,205125,Great Western Railway,528820
5029,STU,Sturry,South East,Canterbury,617746,160401,Southeastern,84030
2868,SYA,Styal,North West,Cheshire East,384090,383520,Northern,4772
7098,SUY,Sudbury,East,Babergh,587723,241073,Greater Anglia,320042
1483,SUD,Sudbury & Harrow Road,London,Brent (London),516885,185290,Chiltern Railways,37742
1484,SDH,Sudbury Hill Harrow,London,Harrow (London),515465,185710,Chiltern Railways,68754
4157,SUG,Sugar Loaf,Wales - Cymru,Powys - Powys,284500,244000,Arriva Trains Wales,228
9959,SUM,Summerston,Scotland,Glasgow City,256817,669675,ScotRail,99042
5608,SUU,Sunbury,South East,Spelthorne,510119,169998,South West Trains,434878
7640,SUN,Sunderland,North East,Sunderland,439705,556910,Northern,483836
5155,SUP,Sundridge Park,London,Bromley (London),540673,170245,Southeastern,240744
5671,SNG,Sunningdale,South East,Windsor and Maidenhead,495206,166764,South West Trains,686640
5675,SNY,Sunnymeads,South East,Windsor and Maidenhead,500160,175575,South West Trains,42328
5571,SUR,Surbiton,London,Kingston upon Thames (London),518100,167300,South West Trains,9376696
1083,SQE,Surrey Quays,London,Southwark (London),535642,178946,London Overground,4671354
5385,SUO,Sutton (Surrey),London,Sutton (London),526034,163826,Govia Thameslink Railway,6526152
1044,SUT,Sutton Coldfield,West Midlands,Birmingham,411970,296360,London Midland Trains,1608692
5436,SUC,Sutton Common,London,Sutton (London),525635,165525,Govia Thameslink Railway,316454
1861,SPK,Sutton Parkway,East Midlands,Ashfield,450595,357700,East Midlands Trains,182208
5249,SWL,Swale,South East,Swale,591234,169158,Southeastern,4458
5075,SAY,Swanley,South East,Sevenoaks,551016,168271,Southeastern,1357888
5156,SWM,Swanscombe,South East,Dartford,560582,174761,Southeastern,173558
4222,SWA,Swansea,Wales - Cymru,Abertawe - Swansea,265700,193600,Arriva Trains Wales,2130154
5920,SNW,Swanwick,South East,Fareham,451750,108720,South West Trains,598968
5884,SWY,Sway,South East,New Forest,427590,98420,South West Trains,114038
5933,SWG,Swaythling,South East,City of Southampton,443910,115930,South West Trains,132288
6355,SWD,Swinderby,East Midlands,North Kesteven,486820,364390,East Midlands Trains,14462
3333,SWI,Swindon,South West,Swindon,414964,185199,Great Western Railway,3679242
6228,SWE,Swineshead,East Midlands,Boston,521840,342920,East Midlands Trains,3686
2800,SNN,Swinton (Greater Manchester),North West,Salford,377720,402070,Northern,137362
6686,SWN,Swinton (South Yorkshire),Yorkshire And The Humber,Rotherham,446160,399060,Northern,395832
5437,SYD,Sydenham,London,Lewisham (London),535370,171600,London Overground,4282154
5085,SYH,Sydenham Hill,London,Southwark (London),533540,172160,Southeastern,748912
5609,SYL,Syon Lane,London,Hounslow (London),516420,177200,South West Trains,1439516
1900,SYS,Syston,East Midlands,Charnwood,462113,311120,East Midlands Trains,218470
3195,TAC,Tackley,South East,West Oxfordshire,448450,220530,Great Western Railway,22494
5386,TAD,Tadworth,South East,Reigate and Banstead,523100,156200,Govia Thameslink Railway,253504
3880,TAF,Taffs Well,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",312510,183190,Arriva Trains Wales,361606
8676,TAI,Tain,Scotland,Highland,278185,882385,ScotRail,28622
4479,TAL,Talsarnau,Wales - Cymru,Gwynedd - Gwynedd,261000,336100,Arriva Trains Wales,6032
4355,TLB,Talybont,Wales - Cymru,Gwynedd - Gwynedd,258660,321510,Arriva Trains Wales,28090
2463,TLC,Tal-y-Cafn,Wales - Cymru,Conwy - Conwy,278720,371690,Arriva Trains Wales,1328
1010,TAB,Tame Bridge Parkway,West Midlands,Sandwell,401710,295010,London Midland Trains,588856
1322,TAM,Tamworth Low Level,West Midlands,Tamworth,421315,304460,London Midland Trains,1198700
3151,TAP,Taplow,South East,South Bucks,491580,181340,Great Western Railway,274398
5387,TAT,Tattenham Corner,South East,Reigate and Banstead,522590,158140,Govia Thameslink Railway,228812
3471,TAU,Taunton,South West,Taunton Deane,322755,125460,Great Western Railway,1433160
8727,TAY,Taynuilt,Scotland,Argyll and Bute,200340,731220,ScotRail,21916
5572,TED,Teddington,London,Richmond upon Thames (London),516019,170815,South West Trains,2234070
7521,TEA,Tees-Side Airport,North East,Darlington,437300,513800,Northern,30
3430,TGM,Teignmouth,South West,Teignbridge,294200,73100,Great Western Railway,681046
4691,TFC,Telford Central,West Midlands,Telford and Wrekin,370285,309359,London Midland Trains,1207406
5837,TMC,Templecombe,South West,South Somerset,370785,122540,South West Trains,126676
4110,TEN,Tenby,Wales - Cymru,Sir Benfro - Pembrokeshire,212940,200600,Arriva Trains Wales,123314
5193,TEY,Teynham,South East,Swale,595666,163108,Southeastern,121822
5610,THD,Thames Ditton,South East,Elmbridge,515660,166870,South West Trains,867208
3152,THA,Thatcham,South East,West Berkshire,452752,166361,Great Western Railway,581054
2264,THH,Thatto Heath,North West,St. Helens,349650,393580,Northern,236766
4523,THW,The Hawthorns,West Midlands,Sandwell,402540,289720,London Midland Trains,436562
4538,TLK,The Lakes,West Midlands,Stratford-on-Avon,410675,273465,London Midland Trains,13888
3153,THE,Theale,South East,West Berkshire,464400,170900,Great Western Railway,494056
6949,TEO,Theobalds Grove,East,Broxbourne,535927,201128,London Overground,413936
7203,TTF,Thetford,East,Breckland,586770,283670,Greater Anglia,302920
8191,THI,Thirsk,Yorkshire And The Humber,Hambleton,441000,481570,TransPennine Express,223610
7976,TBY,Thornaby,North East,Stockton-on-Tees,445275,518450,TransPennine Express,633960
6530,TNN,Thorne North,Yorkshire And The Humber,Doncaster,468080,413770,Northern,188758
6531,TNS,Thorne South,Yorkshire And The Humber,Doncaster,469240,412370,Northern,87334
5849,THO,Thornford,South West,West Dorset,359390,112505,Great Western Railway,2544
9812,THB,Thornliebank,Scotland,East Renfrewshire,255230,659955,ScotRail,283284
6210,TNA,Thornton Abbey,Yorkshire And The Humber,North Lincolnshire,510930,418840,Northern,1040
5388,TTH,Thornton Heath,London,Croydon (London),532250,168350,Govia Thameslink Railway,3390804
9825,THT,Thorntonhall,Scotland,South Lanarkshire,258870,655110,ScotRail,16748
7460,TPB,Thorpe Bay,East,Southend-on-Sea,591627,185689,c2c,879668
6267,TPC,Thorpe Culvert,East Midlands,East Lindsey,547275,360695,East Midlands Trains,210
6857,TLS,Thorpe-le-Soken,East,Tendring,617845,221285,Greater Anglia,134164
5491,TBD,Three Bridges,South East,Crawley,528800,136900,Govia Thameslink Railway,3071680
5028,TOK,Three Oaks,South East,Rother,583835,114545,Govia Thameslink Railway,6648
6203,THU,Thurgarton,East Midlands,Newark and Sherwood,469695,348465,East Midlands Trains,2470
8282,THC,Thurnscoe,Yorkshire And The Humber,Barnsley,445900,405600,Northern,76116
8677,THS,Thurso,Scotland,Highland,311300,967920,ScotRail,37322
7356,TRS,Thurston,East,Mid Suffolk,591823,265030,Greater Anglia,69258
7462,TIL,Tilbury Town,East,Thurrock,563626,176337,c2c,1023928
1035,THL,Tile Hill,West Midlands,Coventry,427530,277530,London Midland Trains,664282
3154,TLH,Tilehurst,South East,Reading,467483,175173,Great Western Railway,551794
1159,TIP,Tipton,West Midlands,Sandwell,395640,292510,London Midland Trains,334582
4025,TIR,Tir-Phil,Wales - Cymru,Caerffili - Caerphilly,314000,203200,Arriva Trains Wales,22986
5798,TIS,Tisbury,South West,Wiltshire,394560,129060,South West Trains,239480
3474,TVP,Tiverton Parkway,South West,Mid Devon,304520,113960,Great Western Railway,492742
2677,TOD,Todmorden,Yorkshire And The Humber,Calderdale,393520,424160,Northern,607436
5573,TOL,Tolworth,London,Kingston upon Thames (London),519845,165605,South West Trains,603466
3897,TPN,Ton Pentre,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",297270,195380,Arriva Trains Wales,74984
5229,TON,Tonbridge,South East,Tonbridge and Malling,558789,146027,Southeastern,4414394
4271,TDU,Tondu,Wales - Cymru,Pen-y-bont ar Ogwr - Bridgend,289460,184370,Arriva Trains Wales,47226
4432,TNF,Tonfanau,Wales - Cymru,Gwynedd - Gwynedd,256310,303870,Arriva Trains Wales,2758
3882,TNP,Tonypandy,Wales - Cymru,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",299790,192210,Arriva Trains Wales,114840
5389,TOO,Tooting,London,Merton (London),527950,170585,Govia Thameslink Railway,1028118
