NLC,TLC,Station Name,Region,Local Authority,OS Grid Easting,OS Grid Northing,Station Facility Owner,1617_Entry_Exits
7887,HEI,Heighington,North East,County Durham,427120,522500,Northern,18958
9981,HLC,Helensburgh Central,Scotland,Argyll and Bute,229700,682400,ScotRail,765322
9982,HLU,Helensburgh Upper,Scotland,Argyll and Bute,229920,683300,ScotRail,14276
2656,HLD,Hellifield,Yorkshire And The Humber,Craven,385166,457229,Northern,26916
8647,HMS,Helmsdale,Scotland,Highland,302380,915475,ScotRail,5768
2149,HSB,Helsby,North West,Cheshire West and Chester,348670,375635,Arriva Trains Wales,84986
1391,HML,Hemel Hempstead,East,Dacorum,504300,205925,London Midland Trains,1990076
1522,HEN,Hendon,London,Barnet (London),522140,188270,Govia Thameslink Railway,1127160
4028,HNG,Hengoed,Wales - Cymru,Caerffili - Caerphilly,315400,195000,Arriva Trains Wales,143858
4524,HNL,Henley-In-Arden,West Midlands,Stratford-on-Avon,414830,265950,London Midland Trains,133370
3146,HOT,Henley-On-Thames,South East,South Oxfordshire,476380,182270,Great Western Railway,795990
8129,HEL,Hensall,Yorkshire And The Humber,Selby,458560,422820,Northern,644
3607,HFD,Hereford,West Midlands,County of Herefordshire,351543,240546,Arriva Trains Wales,1228284
5174,HNB,Herne Bay,South East,Canterbury,617130,167450,Southeastern,955804
5066,HNH,Herne Hill,London,Lambeth (London),531955,174410,Southeastern,2872992
5590,HER,Hersham,South East,Elmbridge,512155,165425,South West Trains,848492
6818,HFE,Hertford East,East,East Hertfordshire,532980,212910,Greater Anglia,935471
6085,HFN,Hertford North,East,East Hertfordshire,531681,212856,Govia Thameslink Railway,1616265
8067,HES,Hessle,Yorkshire And The Humber,East Riding of Yorkshire,502925,425685,Northern,48414
2138,HSW,Heswall,North West,Wirral,328590,381960,Arriva Trains Wales,54070
5417,HEV,Hever,South East,Sevenoaks,546530,144550,Govia Thameslink Railway,35800
7766,HEW,Heworth,North East,Gateshead,428550,561970,Northern,20784
7506,HEX,Hexham,North East,Northumberland,394030,564320,Northern,344264
3194,HYD,Heyford,South East,Cherwell,448290,224750,Great Western Railway,38610
2691,HHB,Heysham Port,North West,Lancaster,340290,460070,Northern,10158
5235,HIB,High Brooms,South East,Tunbridge Wells,559378,141370,Southeastern,1226784
9909,HST,High Street,Scotland,Glasgow City,259890,665200,ScotRail,857586
3054,HWY,High Wycombe,South East,Wycombe,486935,193053,Chiltern Railways,2909604
5202,HGM,Higham,South East,Gravesham,571556,172613,Southeastern,194226
6919,HIP,Highams Park,London,Waltham Forest (London),538575,191840,London Overground,2358214
3314,HIG,Highbridge & Burnham,South West,Sedgemoor,332200,147000,Great Western Railway,200196
6009,HHY,Highbury & Islington,London,Islington (London),531585,184735,London Underground,29852702
2356,HTO,Hightown,North West,Sefton,330020,403680,Merseyrail,308872
5236,HLB,Hildenborough,South East,Tonbridge and Malling,555680,148500,Southeastern,601984
9983,HLF,Hillfoot,Scotland,East Dunbartonshire,255100,672100,ScotRail,317532
9676,HLE,Hillington East,Scotland,Glasgow City,252680,664840,ScotRail,253196
9630,HLW,Hillington West,Scotland,Renfrewshire,251650,665080,ScotRail,329058
2231,HIL,Hillside,North West,Sefton,332320,414440,Merseyrail,535374
5539,HLS,Hilsea,South East,City of Portsmouth,466385,103615,South West Trains,305126
5591,HYW,Hinchley Wood,South East,Elmbridge,515600,165300,South West Trains,387238
1870,HNK,Hinckley,East Midlands,Hinckley and Bosworth,442700,293200,East Midlands Trains,328838
2398,HIN,Hindley,North West,Wigan,361960,405220,Northern,346424
5880,HNA,Hinton Admiral,South East,New Forest,420263,94821,South West Trains,170862
6086,HIT,Hitchin,East,North Hertfordshire,519433,229734,Govia Thameslink Railway,3213416
5107,HGR,Hither Green,London,Lewisham (London),539000,174455,Southeastern,3371600
6880,HOC,Hockley,East,Rochford,584237,192762,Greater Anglia,960116
5141,HBN,Hollingbourne,South East,Maidstone,583430,155060,Southeastern,57592
1221,HCH,Holmes Chapel,North West,Cheshire East,376640,366930,Northern,199748
5308,HLM,Holmwood,South East,Mole Valley,517465,143780,Govia Thameslink Railway,54596
5941,HOL,Holton Heath,South West,Purbeck,394600,90200,South West Trains,26960
2437,HHD,Holyhead,Wales - Cymru,Sir Ynys Mon - Isle of Anglesey,224800,382200,Arriva Trains Wales,211248
